State,City,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Year
,Penitas,6348.0,6.0,0.0,2.0,1.0,3.0,32.0,5.0,25.0,2.0,0.0,2022
,Perryton,8143.0,33.0,1.0,5.0,1.0,26.0,95.0,20.0,71.0,4.0,0.0,2022
,Petersburg,972.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2022
,Pflugerville,67817.0,116.0,2.0,23.0,22.0,69.0,1079.0,61.0,923.0,95.0,1.0,2022
,Pharr,79558.0,207.0,0.0,54.0,27.0,126.0,1213.0,164.0,938.0,111.0,0.0,2022
,Pilot Point,4892.0,4.0,0.0,2.0,0.0,2.0,25.0,6.0,15.0,4.0,0.0,2022
,Pinehurst,2209.0,10.0,0.0,0.0,0.0,10.0,54.0,20.0,29.0,5.0,1.0,2022
,Pineland,910.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2022
,Pittsburg,4433.0,16.0,1.0,2.0,1.0,12.0,78.0,22.0,43.0,13.0,1.0,2022
,Plainview,19554.0,72.0,0.0,7.0,5.0,60.0,413.0,85.0,285.0,43.0,1.0,2022
,Plano,289847.0,458.0,1.0,91.0,86.0,280.0,5496.0,682.0,4293.0,521.0,12.0,2022
,Pleasanton,10951.0,20.0,0.0,5.0,2.0,13.0,255.0,27.0,205.0,23.0,0.0,2022
,Point Comfort,565.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022
,Ponder,2417.0,4.0,0.0,2.0,0.0,2.0,8.0,0.0,8.0,0.0,0.0,2022
,Port Aransas,3286.0,21.0,0.0,5.0,1.0,15.0,183.0,16.0,136.0,31.0,3.0,2022
,Port Arthur,55899.0,417.0,8.0,40.0,48.0,321.0,1008.0,273.0,620.0,115.0,1.0,2022
,Port Isabel,5165.0,28.0,0.0,4.0,0.0,24.0,110.0,13.0,88.0,9.0,0.0,2022
,Portland,20742.0,28.0,0.0,7.0,4.0,17.0,273.0,18.0,243.0,12.0,1.0,2022
,Port Lavaca,11048.0,22.0,0.0,3.0,0.0,19.0,207.0,39.0,153.0,15.0,0.0,2022
,Port Neches,13293.0,38.0,1.0,5.0,0.0,32.0,129.0,24.0,81.0,24.0,0.0,2022
,Poteet,2970.0,9.0,1.0,0.0,0.0,8.0,39.0,15.0,19.0,5.0,0.0,2022
,Prairie View ,7059.0,17.0,0.0,1.0,2.0,14.0,79.0,29.0,38.0,12.0,0.0,2022
,Primera,5319.0,5.0,0.0,1.0,0.0,4.0,9.0,1.0,7.0,1.0,0.0,2022
,Princeton,22867.0,33.0,0.0,7.0,3.0,23.0,186.0,15.0,152.0,19.0,0.0,2022
,Prosper,37752.0,29.0,0.0,8.0,3.0,18.0,331.0,34.0,275.0,22.0,1.0,2022
,Queen City,1410.0,4.0,0.0,2.0,0.0,2.0,16.0,10.0,5.0,1.0,0.0,2022
,Quitman,2021.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2022
,Rancho Viejo,2867.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,14.0,1.0,0.0,2022
,Ranger,2287.0,3.0,0.0,2.0,0.0,1.0,26.0,7.0,15.0,4.0,1.0,2022
,Raymondville,10552.0,62.0,1.0,5.0,7.0,49.0,209.0,57.0,144.0,8.0,4.0,2022
,Red Oak,16396.0,39.0,0.0,9.0,5.0,25.0,205.0,22.0,137.0,46.0,0.0,2022
,Refugio,2866.0,2.0,0.0,0.0,0.0,2.0,27.0,6.0,18.0,3.0,0.0,2022
,"Reno, Lamar County",3457.0,3.0,0.0,0.0,0.0,3.0,27.0,4.0,22.0,1.0,0.0,2022
,"Reno, Parker County",3457.0,7.0,0.0,0.0,0.0,7.0,40.0,13.0,21.0,6.0,1.0,2022
,Rhome,1839.0,2.0,0.0,0.0,0.0,2.0,9.0,2.0,2.0,5.0,0.0,2022
,Rice,1259.0,4.0,0.0,0.0,1.0,3.0,8.0,2.0,5.0,1.0,0.0,2022
,Richardson,115771.0,183.0,2.0,31.0,60.0,90.0,2630.0,281.0,2004.0,345.0,1.0,2022
,Richland Hills,8385.0,34.0,0.0,3.0,5.0,26.0,206.0,25.0,165.0,16.0,1.0,2022
,Richmond,12936.0,39.0,0.0,6.0,12.0,21.0,288.0,38.0,234.0,16.0,0.0,2022
,Richwood,4730.0,6.0,0.0,3.0,0.0,3.0,52.0,3.0,44.0,5.0,0.0,2022
,Rio Grande City,15705.0,23.0,1.0,0.0,2.0,20.0,272.0,71.0,179.0,22.0,1.0,2022
,Rio Hondo,2012.0,8.0,0.0,1.0,1.0,6.0,34.0,4.0,27.0,3.0,0.0,2022
,River Oaks,7420.0,26.0,0.0,9.0,2.0,15.0,113.0,17.0,80.0,16.0,0.0,2022
,Roanoke,10024.0,7.0,0.0,3.0,1.0,3.0,132.0,17.0,102.0,13.0,0.0,2022
,Robinson,12954.0,32.0,0.0,8.0,4.0,20.0,142.0,29.0,102.0,11.0,3.0,2022
,Robstown,10155.0,55.0,0.0,8.0,3.0,44.0,300.0,88.0,199.0,13.0,3.0,2022
,Rockdale,5473.0,38.0,0.0,0.0,6.0,32.0,111.0,43.0,52.0,16.0,0.0,2022
,Rockport,10759.0,47.0,0.0,6.0,2.0,39.0,324.0,71.0,236.0,17.0,0.0,2022
,Rockwall,51724.0,53.0,0.0,8.0,10.0,35.0,794.0,44.0,685.0,65.0,0.0,2022
,Rogers,1107.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2022
,Rollingwood,1398.0,1.0,0.0,0.0,0.0,1.0,32.0,3.0,23.0,6.0,0.0,2022
,Roma,11547.0,39.0,0.0,2.0,2.0,35.0,85.0,11.0,65.0,9.0,0.0,2022
,Roman Forest,1963.0,8.0,0.0,1.0,0.0,7.0,69.0,15.0,48.0,6.0,0.0,2022
,Roscoe,1231.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,2022
,Rosenberg,40472.0,114.0,1.0,18.0,20.0,75.0,695.0,83.0,546.0,66.0,0.0,2022
,Round Rock,127349.0,215.0,2.0,47.0,42.0,124.0,2934.0,166.0,2597.0,171.0,5.0,2022
,Rowlett,65196.0,154.0,3.0,13.0,15.0,123.0,968.0,96.0,780.0,92.0,0.0,2022
,Royse City,18613.0,43.0,1.0,6.0,5.0,31.0,316.0,43.0,253.0,20.0,0.0,2022
,Runaway Bay,1764.0,3.0,0.0,0.0,0.0,3.0,14.0,1.0,13.0,0.0,0.0,2022
,Rusk,5583.0,23.0,1.0,3.0,0.0,19.0,67.0,6.0,54.0,7.0,0.0,2022
,Sabinal,1410.0,3.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,2022
,Sachse,31317.0,11.0,0.0,8.0,2.0,1.0,218.0,30.0,164.0,24.0,1.0,2022
,Saginaw,23993.0,59.0,2.0,16.0,8.0,33.0,301.0,21.0,244.0,36.0,0.0,2022
,Salado,2395.0,1.0,0.0,1.0,0.0,0.0,20.0,2.0,15.0,3.0,0.0,2022
,San Angelo,99243.0,334.0,6.0,64.0,26.0,238.0,2802.0,428.0,2174.0,200.0,15.0,2022
,San Antonio,1465608.0,12935.0,230.0,1555.0,1700.0,9450.0,74288.0,9338.0,52586.0,12364.0,255.0,2022
,San Augustine,1844.0,12.0,1.0,0.0,2.0,9.0,40.0,18.0,20.0,2.0,1.0,2022
,San Benito,24712.0,128.0,0.0,0.0,10.0,118.0,426.0,65.0,327.0,34.0,2.0,2022
,San Elizario,10080.0,4.0,0.0,0.0,1.0,3.0,30.0,6.0,19.0,5.0,0.0,2022
,Sanger,9877.0,21.0,0.0,0.0,1.0,20.0,152.0,11.0,122.0,19.0,0.0,2022
,San Juan,35806.0,97.0,0.0,12.0,14.0,71.0,691.0,79.0,560.0,52.0,2.0,2022
,San Marcos,69470.0,445.0,0.0,106.0,47.0,292.0,1811.0,211.0,1380.0,220.0,9.0,2022
,San Saba,3197.0,2.0,0.0,0.0,0.0,2.0,22.0,9.0,13.0,0.0,1.0,2022
,Sansom Park Village,5336.0,35.0,0.0,7.0,3.0,25.0,115.0,24.0,61.0,30.0,1.0,2022
,Santa Anna,1029.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2022
,Santa Fe,12802.0,21.0,0.0,9.0,4.0,8.0,120.0,30.0,73.0,17.0,0.0,2022
,Schertz,43162.0,62.0,0.0,8.0,10.0,44.0,502.0,64.0,345.0,93.0,1.0,2022
,Schulenburg,2742.0,13.0,0.0,1.0,0.0,12.0,41.0,5.0,31.0,5.0,1.0,2022
,Seabrook,13544.0,31.0,0.0,13.0,6.0,12.0,187.0,27.0,141.0,19.0,0.0,2022
,Seadrift,997.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,2022
,Seagoville,19389.0,29.0,1.0,6.0,6.0,16.0,389.0,99.0,178.0,112.0,1.0,2022
,Sealy,6720.0,4.0,0.0,0.0,1.0,3.0,99.0,15.0,67.0,17.0,0.0,2022
,Seguin,32452.0,135.0,3.0,11.0,17.0,104.0,676.0,80.0,528.0,68.0,3.0,2022
,Selma,11824.0,26.0,0.0,5.0,4.0,17.0,323.0,22.0,268.0,33.0,0.0,2022
,Seminole,7066.0,18.0,0.0,0.0,2.0,16.0,63.0,9.0,46.0,8.0,1.0,2022
,Seven Points,1430.0,9.0,1.0,1.0,0.0,7.0,34.0,6.0,21.0,7.0,0.0,2022
,Seymour,2590.0,1.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,2.0,0.0,2022
,Shallowater,2917.0,6.0,0.0,1.0,0.0,5.0,34.0,8.0,20.0,6.0,0.0,2022
,Shavano Park,3609.0,4.0,0.0,0.0,1.0,3.0,73.0,5.0,57.0,11.0,0.0,2022
,Shenandoah,3682.0,10.0,0.0,0.0,4.0,6.0,355.0,13.0,301.0,41.0,0.0,2022
,Sherman,45881.0,161.0,3.0,25.0,15.0,118.0,866.0,272.0,496.0,98.0,5.0,2022
,Shiner,2183.0,6.0,0.0,0.0,0.0,6.0,8.0,3.0,4.0,1.0,0.0,2022
,Silsbee,6831.0,20.0,0.0,5.0,0.0,15.0,69.0,7.0,57.0,5.0,0.0,2022
,Sinton,5602.0,23.0,1.0,8.0,1.0,13.0,104.0,10.0,90.0,4.0,0.0,2022
,Slaton,5752.0,9.0,0.0,1.0,1.0,7.0,111.0,34.0,61.0,16.0,0.0,2022
,Smithville,4150.0,7.0,0.0,2.0,0.0,5.0,44.0,2.0,41.0,1.0,1.0,2022
,Snyder,11179.0,161.0,0.0,15.0,3.0,143.0,150.0,33.0,109.0,8.0,1.0,2022
,Socorro,37952.0,85.0,3.0,22.0,9.0,51.0,281.0,42.0,182.0,57.0,1.0,2022
,Somerset,1777.0,2.0,0.0,1.0,0.0,1.0,11.0,3.0,2.0,6.0,1.0,2022
,Somerville,1346.0,4.0,0.0,1.0,0.0,3.0,15.0,5.0,9.0,1.0,0.0,2022
,Sonora,2432.0,2.0,0.0,1.0,0.0,1.0,11.0,5.0,3.0,3.0,0.0,2022
,Sour Lake,1807.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,20.0,2.0,0.0,2022
,South Houston,15613.0,97.0,3.0,8.0,32.0,54.0,500.0,80.0,297.0,123.0,0.0,2022
,Southlake,30949.0,16.0,1.0,6.0,3.0,6.0,376.0,28.0,335.0,13.0,0.0,2022
,South Padre Island,2048.0,32.0,0.0,12.0,5.0,15.0,288.0,12.0,257.0,19.0,0.0,2022
,Southside Place,1820.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,38.0,7.0,0.0,2022
,Spearman,3034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Splendora,1860.0,7.0,0.0,0.0,1.0,6.0,31.0,6.0,19.0,6.0,0.0,2022
,Springtown,3638.0,13.0,0.0,0.0,0.0,13.0,19.0,2.0,17.0,0.0,0.0,2022
,Spring Valley,4209.0,3.0,0.0,0.0,1.0,2.0,82.0,2.0,72.0,8.0,0.0,2022
,Stafford,17110.0,88.0,2.0,11.0,19.0,56.0,884.0,44.0,743.0,97.0,0.0,2022
,Stamford,3005.0,3.0,0.0,1.0,0.0,2.0,33.0,9.0,17.0,7.0,1.0,2022
,Stanton,2630.0,3.0,0.0,0.0,2.0,1.0,33.0,14.0,14.0,5.0,2.0,2022
,Stephenville,21505.0,49.0,0.0,26.0,2.0,21.0,239.0,36.0,189.0,14.0,0.0,2022
,Stratford,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Sudan,934.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Sugar Land,107989.0,97.0,0.0,12.0,33.0,52.0,1745.0,133.0,1497.0,115.0,0.0,2022
,Sullivan City,3896.0,11.0,0.0,0.0,1.0,10.0,40.0,12.0,26.0,2.0,0.0,2022
,Sulphur Springs,16128.0,29.0,0.0,7.0,4.0,18.0,105.0,16.0,81.0,8.0,0.0,2022
,Sunnyvale,8381.0,7.0,0.0,0.0,1.0,6.0,122.0,6.0,94.0,22.0,0.0,2022
,Sunray,1701.0,1.0,0.0,1.0,0.0,0.0,13.0,3.0,2.0,8.0,0.0,2022
,Sunrise Beach Village,787.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2022
,Sunset Valley,637.0,4.0,0.0,0.0,1.0,3.0,172.0,8.0,138.0,26.0,0.0,2022
,Surfside Beach,669.0,2.0,0.0,0.0,0.0,2.0,8.0,2.0,6.0,0.0,0.0,2022
,Sweeny,3566.0,16.0,0.0,5.0,1.0,10.0,44.0,5.0,37.0,2.0,0.0,2022
,Sweetwater,10420.0,61.0,0.0,1.0,7.0,53.0,146.0,60.0,70.0,16.0,1.0,2022
,Taft,2835.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,7.0,3.0,0.0,2022
,Tahoka,2419.0,8.0,0.0,0.0,1.0,7.0,29.0,9.0,19.0,1.0,1.0,2022
,Tatum,1357.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,0.0,0.0,2022
,Taylor,17259.0,26.0,1.0,8.0,1.0,16.0,274.0,82.0,175.0,17.0,3.0,2022
,Teague,3497.0,6.0,1.0,1.0,1.0,3.0,42.0,15.0,20.0,7.0,0.0,2022
,Temple,88484.0,312.0,5.0,81.0,34.0,192.0,1549.0,191.0,1220.0,138.0,8.0,2022
,Tenaha,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Terrell,19670.0,52.0,0.0,4.0,4.0,44.0,535.0,69.0,392.0,74.0,0.0,2022
,Terrell Hills,5036.0,2.0,1.0,1.0,0.0,0.0,64.0,22.0,34.0,8.0,0.0,2022
,Texarkana,35859.0,150.0,2.0,13.0,28.0,107.0,1045.0,105.0,821.0,119.0,4.0,2022
,Texas City,56311.0,156.0,7.0,38.0,24.0,87.0,1304.0,173.0,1022.0,109.0,2.0,2022
,The Colony,45357.0,132.0,0.0,36.0,8.0,88.0,1278.0,57.0,1146.0,75.0,2.0,2022
,Thorndale,1312.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2022
,Tioga,1220.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Todd Mission,126.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2022
,Tomball,13322.0,68.0,1.0,15.0,9.0,43.0,335.0,17.0,276.0,42.0,1.0,2022
,Tom Bean,934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Tool,2243.0,3.0,0.0,0.0,0.0,3.0,21.0,4.0,14.0,3.0,0.0,2022
,Trophy Club,13794.0,6.0,0.0,2.0,0.0,4.0,79.0,4.0,66.0,9.0,0.0,2022
,Tulia,4501.0,24.0,2.0,4.0,2.0,16.0,98.0,29.0,61.0,8.0,1.0,2022
,Tye,1192.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,2022
,Tyler,108422.0,575.0,11.0,87.0,43.0,434.0,2523.0,274.0,2038.0,211.0,1.0,2022
,Universal City,19903.0,62.0,0.0,18.0,14.0,30.0,527.0,73.0,398.0,56.0,3.0,2022
,University Park,24918.0,10.0,0.0,2.0,8.0,0.0,330.0,145.0,157.0,28.0,0.0,2022
,Uvalde,15410.0,118.0,22.0,18.0,4.0,74.0,380.0,65.0,293.0,22.0,3.0,2022
,Valley Mills,1256.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,0.0,0.0,2022
,Van,2825.0,2.0,0.0,0.0,0.0,2.0,19.0,5.0,5.0,9.0,0.0,2022
,Van Alstyne,6023.0,13.0,0.0,5.0,0.0,8.0,31.0,4.0,24.0,3.0,0.0,2022
,Venus,7843.0,8.0,0.0,2.0,0.0,6.0,27.0,1.0,22.0,4.0,0.0,2022
,Vernon,9945.0,39.0,2.0,10.0,1.0,26.0,90.0,25.0,54.0,11.0,2.0,2022
,Victoria,65165.0,247.0,7.0,35.0,36.0,169.0,1452.0,269.0,1107.0,76.0,14.0,2022
,Vidor,9671.0,20.0,0.0,4.0,1.0,15.0,193.0,75.0,92.0,26.0,0.0,2022
,Waco,140911.0,906.0,14.0,117.0,106.0,669.0,4550.0,750.0,3420.0,380.0,22.0,2022
,Wake Village,5861.0,2.0,0.0,0.0,0.0,2.0,73.0,15.0,50.0,8.0,1.0,2022
,Waller,2846.0,6.0,0.0,1.0,0.0,5.0,34.0,3.0,15.0,16.0,1.0,2022
,Wallis,1302.0,1.0,0.0,0.0,0.0,1.0,10.0,4.0,6.0,0.0,0.0,2022
,Watauga,23027.0,40.0,2.0,3.0,4.0,31.0,285.0,73.0,179.0,33.0,1.0,2022
,Waxahachie,45422.0,113.0,0.0,24.0,8.0,81.0,739.0,55.0,625.0,59.0,1.0,2022
,Weatherford,36796.0,72.0,0.0,29.0,3.0,40.0,630.0,111.0,448.0,71.0,2.0,2022
,Webster,11952.0,57.0,0.0,7.0,13.0,37.0,1003.0,125.0,754.0,124.0,1.0,2022
,Weimar,2083.0,3.0,0.0,0.0,2.0,1.0,15.0,5.0,7.0,3.0,0.0,2022
,Weslaco,41478.0,147.0,1.0,25.0,26.0,95.0,1247.0,126.0,1088.0,33.0,0.0,2022
,West,2587.0,2.0,0.0,0.0,1.0,1.0,21.0,9.0,9.0,3.0,0.0,2022
,West Columbia,3587.0,12.0,0.0,1.0,0.0,11.0,57.0,6.0,45.0,6.0,0.0,2022
,West Lake Hills,3220.0,1.0,0.0,0.0,0.0,1.0,84.0,2.0,79.0,3.0,0.0,2022
,West Orange,3418.0,20.0,0.0,2.0,2.0,16.0,89.0,13.0,71.0,5.0,0.0,2022
,Westover Hills,638.0,5.0,0.0,0.0,0.0,5.0,7.0,3.0,3.0,1.0,0.0,2022
,West University Place,14524.0,7.0,0.0,1.0,3.0,3.0,144.0,21.0,94.0,29.0,0.0,2022
,Westworth,2614.0,18.0,0.0,0.0,1.0,17.0,91.0,8.0,78.0,5.0,1.0,2022
,Wharton,8627.0,26.0,0.0,1.0,4.0,21.0,268.0,30.0,223.0,15.0,3.0,2022
,Whitehouse,9175.0,11.0,0.0,4.0,0.0,7.0,80.0,13.0,58.0,9.0,0.0,2022
,White Oak,6147.0,16.0,0.0,10.0,1.0,5.0,58.0,10.0,41.0,7.0,0.0,2022
,White Settlement,17954.0,56.0,1.0,7.0,13.0,35.0,433.0,75.0,264.0,94.0,0.0,2022
,Wichita Falls,103337.0,486.0,14.0,110.0,53.0,309.0,2964.0,516.0,2147.0,301.0,0.0,2022
,Willis,6986.0,28.0,1.0,4.0,6.0,17.0,204.0,29.0,145.0,30.0,1.0,2022
,Willow Park,5427.0,15.0,0.0,2.0,0.0,13.0,90.0,17.0,60.0,13.0,0.0,2022
,Wills Point,3977.0,4.0,0.0,0.0,0.0,4.0,24.0,10.0,9.0,5.0,0.0,2022
,Wilmer,5590.0,15.0,0.0,4.0,3.0,8.0,71.0,13.0,34.0,24.0,0.0,2022
,Windcrest,5793.0,17.0,0.0,0.0,3.0,14.0,388.0,21.0,322.0,45.0,2.0,2022
,Wink,844.0,3.0,0.0,1.0,0.0,2.0,7.0,3.0,4.0,0.0,0.0,2022
,Winnsboro,3581.0,6.0,0.0,0.0,1.0,5.0,29.0,9.0,18.0,2.0,0.0,2022
,Winters,2363.0,5.0,0.0,1.0,1.0,3.0,23.0,12.0,9.0,2.0,1.0,2022
,Wolfforth,6482.0,6.0,0.0,1.0,0.0,5.0,32.0,6.0,21.0,5.0,0.0,2022
,Woodbranch,1497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
,Woodsboro,1275.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,1.0,0.0,2022
,Woodville,2471.0,4.0,0.0,0.0,1.0,3.0,27.0,5.0,15.0,7.0,0.0,2022
,Woodway,9514.0,5.0,0.0,0.0,0.0,5.0,101.0,1.0,93.0,7.0,0.0,2022
,Wortham,1015.0,7.0,0.0,0.0,2.0,5.0,17.0,9.0,4.0,4.0,0.0,2022
,Wylie,60910.0,36.0,0.0,7.0,4.0,25.0,352.0,36.0,288.0,28.0,2.0,2022
,Yoakum,5958.0,3.0,0.0,0.0,0.0,3.0,22.0,6.0,11.0,5.0,1.0,2022
,Zavalla,610.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,10.0,2.0,0.0,2022
UTAH,American Fork/Cedar Hills,45310.0,46.0,0.0,20.0,8.0,18.0,767.0,64.0,649.0,54.0,4.0,2022
,Blanding,3295.0,3.0,0.0,1.0,0.0,2.0,32.0,5.0,26.0,1.0,0.0,2022
,Bluffdale,20386.0,18.0,0.0,7.0,0.0,11.0,154.0,19.0,108.0,27.0,0.0,2022
,Bountiful,45098.0,50.0,0.0,23.0,2.0,25.0,540.0,43.0,448.0,49.0,1.0,2022
,Brian Head,159.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,2022
,Cedar City,39266.0,31.0,0.0,14.0,2.0,15.0,517.0,54.0,420.0,43.0,3.0,2022
,Centerville,16719.0,26.0,0.0,11.0,1.0,14.0,298.0,32.0,246.0,20.0,7.0,2022
,Clearfield,32586.0,77.0,2.0,18.0,6.0,51.0,500.0,67.0,396.0,37.0,3.0,2022
,Clinton,23784.0,24.0,0.0,6.0,1.0,17.0,287.0,15.0,251.0,21.0,0.0,2022
,Cottonwood Heights,32191.0,40.0,0.0,8.0,7.0,25.0,637.0,57.0,525.0,55.0,0.0,2022
,Draper,53049.0,51.0,0.0,14.0,1.0,36.0,878.0,136.0,663.0,79.0,6.0,2022
,Enoch,8518.0,7.0,0.0,2.0,0.0,5.0,23.0,4.0,18.0,1.0,0.0,2022
,Ephraim,5834.0,8.0,0.0,7.0,0.0,1.0,42.0,4.0,38.0,0.0,0.0,2022
,Grantsville,14431.0,23.0,1.0,3.0,0.0,19.0,119.0,8.0,93.0,18.0,0.0,2022
,Harrisville,6948.0,5.0,0.0,2.0,0.0,3.0,225.0,6.0,215.0,4.0,1.0,2022
,Heber,17659.0,17.0,1.0,5.0,0.0,11.0,143.0,13.0,123.0,7.0,1.0,2022
,Helper,2082.0,2.0,0.0,0.0,0.0,2.0,27.0,4.0,22.0,1.0,0.0,2022
,Herriman,60138.0,46.0,0.0,13.0,6.0,27.0,469.0,40.0,373.0,56.0,4.0,2022
,Hurricane,23607.0,47.0,0.0,11.0,0.0,36.0,326.0,57.0,224.0,45.0,0.0,2022
,Kanab,5324.0,10.0,0.0,1.0,0.0,9.0,36.0,2.0,32.0,2.0,0.0,2022
,Kaysville,33004.0,21.0,0.0,12.0,1.0,8.0,261.0,25.0,218.0,18.0,1.0,2022
,La Verkin,4582.0,8.0,0.0,3.0,0.0,5.0,73.0,5.0,64.0,4.0,0.0,2022
,Layton,84636.0,138.0,0.0,38.0,8.0,92.0,1410.0,152.0,1155.0,103.0,12.0,2022
,Lindon,11922.0,9.0,1.0,3.0,1.0,4.0,366.0,31.0,321.0,14.0,0.0,2022
,Logan,56267.0,100.0,0.0,40.0,2.0,58.0,716.0,82.0,588.0,46.0,1.0,2022
,Lone Peak,30258.0,7.0,0.0,2.0,1.0,4.0,116.0,11.0,94.0,11.0,0.0,2022
,Mantua,1336.0,1.0,0.0,0.0,0.0,1.0,7.0,4.0,3.0,0.0,0.0,2022
,Mapleton,13415.0,16.0,0.0,8.0,0.0,8.0,45.0,6.0,35.0,4.0,0.0,2022
,Moab,5263.0,39.0,0.0,12.0,0.0,27.0,106.0,6.0,91.0,9.0,0.0,2022
,Mount Pleasant,3836.0,5.0,0.0,3.0,0.0,2.0,21.0,0.0,19.0,2.0,0.0,2022
,Murray,48884.0,175.0,1.0,31.0,33.0,110.0,2470.0,233.0,1876.0,361.0,17.0,2022
,Naples,2383.0,4.0,0.0,3.0,0.0,1.0,23.0,4.0,16.0,3.0,0.0,2022
,Nephi,6739.0,6.0,0.0,3.0,0.0,3.0,51.0,9.0,35.0,7.0,0.0,2022
,North Ogden,21977.0,19.0,0.0,4.0,2.0,13.0,171.0,42.0,109.0,20.0,0.0,2022
,North Park,16904.0,16.0,0.0,6.0,1.0,9.0,132.0,52.0,73.0,7.0,0.0,2022
,North Salt Lake,22679.0,28.0,0.0,13.0,1.0,14.0,401.0,54.0,289.0,58.0,0.0,2022
,Ogden,86870.0,482.0,3.0,98.0,44.0,337.0,2204.0,272.0,1661.0,271.0,9.0,2022
,Orem,97430.0,182.0,6.0,90.0,10.0,76.0,1642.0,129.0,1363.0,150.0,4.0,2022
,Park City,8516.0,42.0,0.0,23.0,2.0,17.0,204.0,18.0,182.0,4.0,0.0,2022
,Payson,22989.0,20.0,0.0,6.0,2.0,12.0,193.0,27.0,162.0,4.0,0.0,2022
,Perry,5921.0,3.0,0.0,1.0,1.0,1.0,121.0,7.0,105.0,9.0,1.0,2022
,Pleasant Grove,38095.0,32.0,1.0,16.0,4.0,11.0,362.0,62.0,265.0,35.0,0.0,2022
,Pleasant View,11234.0,9.0,0.0,1.0,0.0,8.0,80.0,18.0,48.0,14.0,0.0,2022
,Price,8230.0,24.0,0.0,6.0,0.0,18.0,99.0,19.0,78.0,2.0,1.0,2022
,Provo,114120.0,168.0,0.0,46.0,14.0,108.0,1597.0,159.0,1301.0,137.0,27.0,2022
,Richfield,8379.0,15.0,0.0,1.0,0.0,14.0,254.0,15.0,227.0,12.0,1.0,2022
,Riverdale,9408.0,30.0,0.0,7.0,2.0,21.0,443.0,29.0,398.0,16.0,1.0,2022
,Riverton,44920.0,36.0,0.0,10.0,5.0,21.0,491.0,33.0,420.0,38.0,0.0,2022
,Roosevelt,7004.0,22.0,0.0,4.0,1.0,17.0,179.0,21.0,145.0,13.0,2.0,2022
,Roy,39305.0,66.0,0.0,14.0,8.0,44.0,406.0,81.0,288.0,37.0,0.0,2022
,Salem,10308.0,2.0,0.0,1.0,0.0,1.0,46.0,4.0,38.0,4.0,0.0,2022
,Salt Lake City,201373.0,1970.0,13.0,380.0,413.0,1164.0,12934.0,1316.0,9887.0,1731.0,65.0,2022
,Santaquin/Genola,18616.0,7.0,0.0,2.0,2.0,3.0,62.0,8.0,50.0,4.0,0.0,2022
,Saratoga Springs,50850.0,51.0,0.0,19.0,1.0,31.0,329.0,27.0,286.0,16.0,0.0,2022
,Smithfield,14455.0,3.0,0.0,0.0,1.0,2.0,47.0,11.0,35.0,1.0,1.0,2022
,South Jordan,82250.0,54.0,0.0,21.0,10.0,23.0,1117.0,101.0,908.0,108.0,2.0,2022
