State,City,Year,Population,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
GEORGIA,Jasper,2024,5298.0,4.0,0.0,3.0,0.0,1.0,63.0,6.0,55.0,2.0,0.0
GEORGIA,Jefferson,2024,16643.0,6.0,0.0,3.0,0.0,3.0,76.0,6.0,65.0,5.0,1.0
GEORGIA,Johns Creek,2024,81056.0,29.0,0.0,2.0,7.0,20.0,435.0,39.0,371.0,25.0,0.0
GEORGIA,Kennesaw,2024,35138.0,89.0,2.0,6.0,3.0,78.0,297.0,58.0,205.0,34.0,0.0
GEORGIA,Kingsland,2024,21064.0,31.0,1.0,10.0,2.0,18.0,233.0,16.0,194.0,23.0,1.0
GEORGIA,Kingston,2024,968.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
GEORGIA,LaGrange,2024,32833.0,207.0,1.0,43.0,30.0,133.0,1471.0,152.0,1206.0,113.0,1.0
GEORGIA,Lake City,2024,2876.0,13.0,0.0,1.0,3.0,9.0,80.0,19.0,45.0,16.0,1.0
GEORGIA,Lavonia,2024,2179.0,15.0,0.0,0.0,1.0,14.0,67.0,7.0,56.0,4.0,0.0
GEORGIA,Lawrenceville,2024,31160.0,101.0,3.0,12.0,16.0,70.0,677.0,124.0,512.0,41.0,2.0
GEORGIA,Leary,2024,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEORGIA,Leesburg,2024,3575.0,2.0,0.0,0.0,2.0,0.0,14.0,4.0,10.0,0.0,0.0
GEORGIA,Leslie,2024,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEORGIA,Lilburn,2024,16426.0,29.0,1.0,1.0,9.0,18.0,374.0,47.0,298.0,29.0,0.0
GEORGIA,Lithonia,2024,2558.0,9.0,0.0,0.0,2.0,7.0,67.0,7.0,44.0,16.0,0.0
GEORGIA,Locust Grove,2024,11978.0,31.0,0.0,16.0,5.0,10.0,355.0,23.0,308.0,24.0,0.0
GEORGIA,Loganville,2024,17366.0,11.0,0.0,3.0,3.0,5.0,153.0,12.0,118.0,23.0,1.0
GEORGIA,Lookout Mountain,2024,1680.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0
GEORGIA,Madison,2024,5154.0,7.0,0.0,0.0,0.0,7.0,113.0,14.0,92.0,7.0,0.0
GEORGIA,Manchester,2024,3511.0,9.0,0.0,0.0,0.0,9.0,151.0,74.0,74.0,3.0,0.0
GEORGIA,Marietta,2024,63354.0,189.0,6.0,17.0,25.0,141.0,1147.0,115.0,897.0,135.0,3.0
GEORGIA,McDonough,2024,33140.0,111.0,1.0,30.0,16.0,64.0,870.0,55.0,708.0,107.0,0.0
GEORGIA,McRae-Helena,2024,4378.0,17.0,0.0,0.0,0.0,17.0,48.0,17.0,30.0,1.0,2.0
GEORGIA,Metter,2024,3977.0,13.0,0.0,2.0,3.0,8.0,91.0,25.0,62.0,4.0,0.0
GEORGIA,Midville,2024,379.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0
GEORGIA,Milledgeville,2024,16302.0,100.0,0.0,10.0,6.0,84.0,534.0,80.0,430.0,24.0,4.0
GEORGIA,Millen,2024,2962.0,16.0,1.0,1.0,1.0,13.0,29.0,4.0,21.0,4.0,0.0
GEORGIA,Milner,2024,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEORGIA,Milton,2024,41603.0,39.0,0.0,5.0,5.0,29.0,187.0,16.0,164.0,7.0,2.0
GEORGIA,Monroe,2024,16241.0,52.0,3.0,3.0,8.0,38.0,265.0,22.0,234.0,9.0,0.0
GEORGIA,Morrow,2024,6307.0,35.0,0.0,3.0,9.0,23.0,409.0,39.0,313.0,57.0,0.0
GEORGIA,Moultrie,2024,14546.0,169.0,2.0,8.0,18.0,141.0,714.0,93.0,579.0,42.0,2.0
GEORGIA,Mount Zion,2024,2110.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,1.0,0.0
GEORGIA,Nashville,2024,4949.0,21.0,0.0,3.0,2.0,16.0,116.0,26.0,81.0,9.0,3.0
GEORGIA,Newington,2024,297.0,2.0,0.0,0.0,0.0,2.0,7.0,1.0,6.0,0.0,0.0
GEORGIA,Newnan,2024,45655.0,252.0,3.0,28.0,17.0,204.0,796.0,64.0,695.0,37.0,0.0
GEORGIA,Norcross,2024,18213.0,51.0,2.0,9.0,14.0,26.0,455.0,61.0,355.0,39.0,4.0
GEORGIA,Oakwood,2024,7029.0,12.0,1.0,4.0,1.0,6.0,137.0,11.0,110.0,16.0,1.0
GEORGIA,Ocilla,2024,2791.0,8.0,1.0,0.0,2.0,5.0,63.0,9.0,48.0,6.0,2.0
GEORGIA,Omega,2024,1320.0,3.0,0.0,1.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0
GEORGIA,Oxford,2024,2291.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0,1.0
GEORGIA,Palmetto,2024,5024.0,3.0,0.0,2.0,0.0,1.0,23.0,2.0,19.0,2.0,0.0
GEORGIA,Peachtree City,2024,40820.0,9.0,0.0,1.0,2.0,6.0,333.0,23.0,300.0,10.0,1.0
GEORGIA,Pelham,2024,3413.0,20.0,0.0,1.0,1.0,18.0,93.0,8.0,80.0,5.0,1.0
GEORGIA,Pendergrass,2024,1839.0,4.0,0.0,0.0,0.0,4.0,5.0,1.0,3.0,1.0,0.0
GEORGIA,Perry,2024,25159.0,39.0,0.0,4.0,2.0,33.0,438.0,25.0,390.0,23.0,3.0
GEORGIA,Pine Mountain,2024,1301.0,5.0,0.0,1.0,0.0,4.0,12.0,0.0,11.0,1.0,0.0
GEORGIA,Pooler,2024,30962.0,33.0,0.0,2.0,4.0,27.0,523.0,35.0,453.0,35.0,1.0
GEORGIA,Porterdale,2024,1912.0,4.0,1.0,1.0,1.0,1.0,24.0,2.0,18.0,4.0,0.0
GEORGIA,Port Wentworth,2024,15911.0,27.0,1.0,4.0,6.0,16.0,205.0,18.0,138.0,49.0,0.0
GEORGIA,Richmond Hill,2024,19051.0,22.0,0.0,4.0,4.0,14.0,213.0,21.0,163.0,29.0,1.0
GEORGIA,Rincon,2024,11833.0,10.0,0.0,4.0,0.0,6.0,63.0,5.0,54.0,4.0,0.0
GEORGIA,Ringgold,2024,3444.0,7.0,0.0,1.0,1.0,5.0,83.0,2.0,72.0,9.0,0.0
GEORGIA,Rockmart,2024,5274.0,16.0,0.0,2.0,0.0,14.0,115.0,14.0,95.0,6.0,1.0
GEORGIA,Rome,2024,38257.0,299.0,3.0,31.0,31.0,234.0,1222.0,119.0,999.0,104.0,10.0
GEORGIA,Roswell,2024,91789.0,147.0,2.0,18.0,23.0,104.0,937.0,95.0,784.0,58.0,9.0
GEORGIA,Sandy Springs,2024,105580.0,147.0,1.0,24.0,16.0,106.0,1542.0,209.0,1182.0,151.0,1.0
GEORGIA,Savannah,2024,241780.0,49.0,23.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GEORGIA,Senoia,2024,6263.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,12.0,1.0,0.0
GEORGIA,Shiloh,2024,429.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,0.0,1.0,0.0
GEORGIA,Smyrna,2024,56700.0,129.0,2.0,14.0,15.0,98.0,744.0,143.0,501.0,100.0,1.0
GEORGIA,Snellville,2024,22586.0,42.0,1.0,5.0,8.0,28.0,468.0,20.0,411.0,37.0,3.0
GEORGIA,Soperton,2024,2906.0,17.0,0.0,0.0,4.0,13.0,33.0,3.0,29.0,1.0,0.0
GEORGIA,South Fulton,2024,112441.0,529.0,25.0,22.0,71.0,411.0,2145.0,245.0,1426.0,474.0,16.0
GEORGIA,Springfield,2024,3507.0,6.0,0.0,1.0,1.0,4.0,23.0,2.0,17.0,4.0,0.0
GEORGIA,Stapleton,2024,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEORGIA,Statesboro,2024,34788.0,129.0,3.0,9.0,19.0,98.0,779.0,52.0,669.0,58.0,1.0
GEORGIA,Statham,2024,3192.0,3.0,0.0,1.0,1.0,1.0,15.0,3.0,11.0,1.0,1.0
GEORGIA,St. Marys,2024,19882.0,58.0,1.0,14.0,3.0,40.0,226.0,19.0,186.0,21.0,2.0
GEORGIA,Stockbridge,2024,35352.0,136.0,0.0,22.0,14.0,100.0,776.0,76.0,592.0,108.0,2.0
GEORGIA,Stone Mountain,2024,6505.0,35.0,0.0,1.0,1.0,33.0,122.0,18.0,68.0,36.0,0.0
GEORGIA,Summerville,2024,4426.0,13.0,0.0,0.0,1.0,12.0,67.0,13.0,50.0,4.0,1.0
GEORGIA,Suwanee,2024,23585.0,30.0,1.0,6.0,5.0,18.0,733.0,19.0,703.0,11.0,1.0
GEORGIA,Sylvania,2024,2628.0,1.0,0.0,0.0,0.0,1.0,11.0,2.0,9.0,0.0,0.0
GEORGIA,Sylvester,2024,5379.0,11.0,1.0,3.0,2.0,5.0,70.0,6.0,63.0,1.0,0.0
GEORGIA,Temple,2024,6836.0,4.0,0.0,2.0,0.0,2.0,67.0,14.0,43.0,10.0,0.0
GEORGIA,Thomaston,2024,9893.0,30.0,2.0,8.0,3.0,17.0,241.0,20.0,208.0,13.0,2.0
GEORGIA,Thomasville,2024,18457.0,122.0,1.0,21.0,13.0,87.0,606.0,84.0,467.0,55.0,1.0
GEORGIA,Thunderbolt,2024,2535.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,9.0,4.0,0.0
GEORGIA,Toccoa,2024,9348.0,21.0,2.0,3.0,0.0,16.0,258.0,24.0,216.0,18.0,1.0
GEORGIA,Tyrone,2024,8025.0,4.0,0.0,0.0,1.0,3.0,37.0,4.0,30.0,3.0,0.0
GEORGIA,Valdosta,2024,54896.0,305.0,4.0,27.0,63.0,211.0,2239.0,250.0,1855.0,134.0,3.0
GEORGIA,Vidalia,2024,10724.0,77.0,4.0,8.0,10.0,55.0,501.0,67.0,406.0,28.0,2.0
GEORGIA,Wadley,2024,1547.0,9.0,0.0,1.0,0.0,8.0,34.0,3.0,30.0,1.0,0.0
GEORGIA,Warner Robins,2024,85900.0,572.0,7.0,28.0,65.0,472.0,2560.0,309.0,2043.0,208.0,12.0
GEORGIA,Warwick,2024,489.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
GEORGIA,Waycross,2024,13644.0,141.0,1.0,15.0,16.0,109.0,686.0,77.0,568.0,41.0,2.0
GEORGIA,Winder,2024,20117.0,40.0,0.0,2.0,6.0,32.0,236.0,10.0,206.0,20.0,1.0
GEORGIA,Woodstock,2024,39613.0,22.0,1.0,3.0,2.0,16.0,406.0,10.0,377.0,19.0,1.0
HAWAII,Honolulu,2024,992973.0,1839.0,15.0,294.0,511.0,1019.0,17770.0,1503.0,12622.0,3645.0,183.0
IDAHO,American Falls,2024,4857.0,13.0,0.0,2.0,0.0,11.0,14.0,4.0,9.0,1.0,0.0
IDAHO,Bellevue,2024,2579.0,5.0,0.0,2.0,0.0,3.0,12.0,5.0,3.0,4.0,0.0
IDAHO,Blackfoot,2024,13196.0,38.0,0.0,2.0,1.0,35.0,120.0,32.0,79.0,9.0,1.0
IDAHO,Boise,2024,235223.0,691.0,3.0,167.0,37.0,484.0,2611.0,252.0,2053.0,306.0,28.0
IDAHO,Bonners Ferry,2024,2754.0,5.0,0.0,1.0,0.0,4.0,27.0,6.0,21.0,0.0,0.0
IDAHO,Buhl,2024,4765.0,4.0,0.0,0.0,0.0,4.0,16.0,4.0,11.0,1.0,1.0
IDAHO,Caldwell,2024,71115.0,322.0,1.0,61.0,4.0,256.0,695.0,105.0,524.0,66.0,4.0
IDAHO,Challis,2024,934.0,8.0,0.0,1.0,0.0,7.0,9.0,3.0,6.0,0.0,0.0
IDAHO,Chubbuck,2024,16600.0,44.0,0.0,4.0,0.0,40.0,446.0,41.0,391.0,14.0,0.0
IDAHO,Coeur d'Alene,2024,57561.0,139.0,0.0,53.0,7.0,79.0,550.0,57.0,465.0,28.0,5.0
IDAHO,Emmett,2024,8766.0,30.0,0.0,2.0,0.0,28.0,36.0,13.0,22.0,1.0,0.0
IDAHO,Fruitland,2024,7157.0,7.0,0.0,0.0,1.0,6.0,39.0,13.0,24.0,2.0,0.0
IDAHO,Garden City,2024,12956.0,85.0,0.0,11.0,1.0,73.0,186.0,21.0,148.0,17.0,2.0
IDAHO,Gooding,2024,3831.0,15.0,0.0,0.0,0.0,15.0,37.0,11.0,22.0,4.0,1.0
IDAHO,Grangeville,2024,3719.0,3.0,0.0,0.0,0.0,3.0,10.0,2.0,8.0,0.0,0.0
IDAHO,Hagerman,2024,994.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
IDAHO,Hailey,2024,10039.0,18.0,0.0,3.0,0.0,15.0,48.0,15.0,31.0,2.0,2.0
IDAHO,Heyburn,2024,3734.0,13.0,0.0,2.0,0.0,11.0,23.0,2.0,18.0,3.0,0.0
IDAHO,Idaho Falls,2024,68716.0,245.0,3.0,49.0,7.0,186.0,831.0,212.0,532.0,87.0,4.0
IDAHO,Jerome,2024,13399.0,15.0,1.0,3.0,0.0,11.0,93.0,10.0,61.0,22.0,0.0
IDAHO,Kellogg,2024,2495.0,7.0,0.0,1.0,0.0,6.0,13.0,3.0,9.0,1.0,0.0
IDAHO,Ketchum,2024,3628.0,4.0,0.0,0.0,0.0,4.0,31.0,3.0,28.0,0.0,0.0
IDAHO,Kimberly,2024,5618.0,3.0,0.0,3.0,0.0,0.0,20.0,3.0,12.0,5.0,0.0
IDAHO,Lewiston,2024,35036.0,67.0,0.0,23.0,4.0,40.0,460.0,102.0,311.0,47.0,2.0
IDAHO,McCall,2024,4188.0,13.0,0.0,0.0,0.0,13.0,52.0,15.0,36.0,1.0,2.0
IDAHO,Meridian,2024,140353.0,206.0,1.0,42.0,15.0,148.0,802.0,73.0,677.0,52.0,6.0
IDAHO,Middleton,2024,11550.0,15.0,0.0,4.0,0.0,11.0,69.0,11.0,50.0,8.0,0.0
IDAHO,Montpelier,2024,2742.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,19.0,0.0,1.0
IDAHO,Moscow,2024,26684.0,5.0,0.0,0.0,0.0,5.0,271.0,29.0,236.0,6.0,0.0
IDAHO,Mountain Home,2024,16927.0,34.0,1.0,8.0,2.0,23.0,89.0,12.0,74.0,3.0,0.0
IDAHO,Nampa,2024,118950.0,420.0,3.0,92.0,18.0,307.0,883.0,180.0,605.0,98.0,7.0
IDAHO,Osburn,2024,1688.0,4.0,0.0,0.0,0.0,4.0,11.0,1.0,8.0,2.0,0.0
IDAHO,Parma,2024,2168.0,6.0,0.0,1.0,1.0,4.0,9.0,1.0,7.0,1.0,0.0
IDAHO,Payette,2024,8790.0,26.0,0.0,2.0,0.0,24.0,87.0,13.0,68.0,6.0,3.0
IDAHO,Plummer,2024,1147.0,1.0,0.0,1.0,0.0,0.0,15.0,3.0,10.0,2.0,0.0
IDAHO,Pocatello,2024,58618.0,200.0,0.0,23.0,9.0,168.0,930.0,149.0,697.0,84.0,5.0
IDAHO,Ponderay,2024,2242.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0
IDAHO,Post Falls,2024,46835.0,71.0,1.0,4.0,5.0,61.0,301.0,41.0,238.0,22.0,1.0
IDAHO,Preston,2024,6282.0,4.0,0.0,0.0,1.0,3.0,24.0,2.0,22.0,0.0,1.0
IDAHO,Priest River,2024,1852.0,2.0,0.0,1.0,0.0,1.0,7.0,0.0,4.0,3.0,0.0
IDAHO,Rathdrum,2024,12467.0,8.0,0.0,1.0,0.0,7.0,106.0,17.0,84.0,5.0,0.0
IDAHO,Rexburg,2024,40164.0,28.0,1.0,9.0,0.0,18.0,210.0,16.0,186.0,8.0,4.0
IDAHO,Rigby,2024,5756.0,10.0,0.0,0.0,0.0,10.0,68.0,12.0,54.0,2.0,1.0
IDAHO,Rupert,2024,6399.0,41.0,0.0,5.0,0.0,36.0,48.0,5.0,39.0,4.0,0.0
IDAHO,Salmon,2024,3357.0,4.0,0.0,0.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0
IDAHO,Sandpoint,2024,10498.0,9.0,0.0,1.0,0.0,8.0,105.0,17.0,80.0,8.0,1.0
IDAHO,Shelley,2024,5305.0,11.0,0.0,4.0,0.0,7.0,47.0,16.0,31.0,0.0,0.0
IDAHO,Soda Springs,2024,3188.0,1.0,0.0,0.0,0.0,1.0,10.0,3.0,7.0,0.0,0.0
IDAHO,Spirit Lake,2024,2525.0,6.0,0.0,1.0,0.0,5.0,18.0,1.0,17.0,0.0,0.0
IDAHO,St. Anthony,2024,4137.0,7.0,0.0,0.0,0.0,7.0,19.0,2.0,13.0,4.0,1.0
IDAHO,St. Maries,2024,2511.0,7.0,0.0,0.0,0.0,7.0,9.0,0.0,9.0,0.0,0.0
IDAHO,Sun Valley,2024,1764.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0
IDAHO,Twin Falls,2024,55932.0,233.0,3.0,51.0,5.0,174.0,630.0,54.0,530.0,46.0,3.0
IDAHO,Weiser,2024,6194.0,8.0,0.0,0.0,0.0,8.0,3.0,1.0,2.0,0.0,0.0
IDAHO,Wendell,2024,3039.0,7.0,0.0,1.0,0.0,6.0,15.0,1.0,11.0,3.0,0.0
ILLINOIS,Addison,2024,35011.0,49.0,0.0,17.0,8.0,24.0,313.0,78.0,189.0,46.0,1.0
ILLINOIS,Albers,2024,1111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Albion,2024,1845.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0
ILLINOIS,Aledo,2024,3553.0,4.0,0.0,2.0,1.0,1.0,15.0,3.0,12.0,0.0,0.0
ILLINOIS,Algonquin,2024,30289.0,18.0,0.0,9.0,0.0,9.0,357.0,35.0,312.0,10.0,2.0
ILLINOIS,Alsip,2024,17941.0,52.0,0.0,23.0,20.0,9.0,548.0,141.0,299.0,108.0,5.0
ILLINOIS,Altamont,2024,2178.0,3.0,0.0,2.0,0.0,1.0,25.0,3.0,22.0,0.0,1.0
ILLINOIS,Alton,2024,24809.0,239.0,3.0,34.0,29.0,173.0,662.0,234.0,369.0,59.0,6.0
ILLINOIS,Amboy,2024,2223.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
ILLINOIS,Anna,2024,4088.0,18.0,0.0,1.0,0.0,17.0,115.0,9.0,99.0,7.0,1.0
ILLINOIS,Annawan,2024,861.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
ILLINOIS,Antioch,2024,14907.0,6.0,0.0,2.0,1.0,3.0,79.0,6.0,65.0,8.0,0.0
ILLINOIS,Arcola,2024,2877.0,10.0,1.0,2.0,0.0,7.0,15.0,7.0,8.0,0.0,0.0
ILLINOIS,Arlington Heights,2024,73545.0,37.0,0.0,10.0,8.0,19.0,647.0,118.0,473.0,56.0,11.0
ILLINOIS,Arthur,2024,2259.0,11.0,0.0,2.0,0.0,9.0,10.0,5.0,5.0,0.0,0.0
ILLINOIS,Ashland,2024,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Assumption,2024,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Athens,2024,1886.0,7.0,0.0,2.0,0.0,5.0,6.0,2.0,4.0,0.0,0.0
ILLINOIS,Atkinson,2024,932.0,2.0,0.0,0.0,0.0,2.0,11.0,5.0,5.0,1.0,0.0
ILLINOIS,Atwood,2024,1094.0,4.0,0.0,1.0,0.0,3.0,11.0,10.0,1.0,0.0,0.0
ILLINOIS,Auburn,2024,4411.0,10.0,0.0,1.0,1.0,8.0,22.0,11.0,11.0,0.0,0.0
ILLINOIS,Aurora,2024,176688.0,470.0,1.0,100.0,64.0,305.0,2212.0,448.0,1306.0,458.0,7.0
ILLINOIS,Aviston,2024,2446.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ILLINOIS,Bannockburn,2024,1003.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,0.0,0.0
ILLINOIS,Barrington,2024,10402.0,11.0,1.0,4.0,2.0,4.0,85.0,20.0,54.0,11.0,3.0
ILLINOIS,Barrington Hills,2024,3993.0,2.0,0.0,0.0,1.0,1.0,13.0,3.0,9.0,1.0,0.0
ILLINOIS,Bartlett,2024,39656.0,11.0,0.0,5.0,0.0,6.0,155.0,41.0,105.0,9.0,0.0
ILLINOIS,Bartonville,2024,5730.0,22.0,0.0,6.0,2.0,14.0,116.0,31.0,77.0,8.0,1.0
ILLINOIS,Batavia,2024,26208.0,24.0,0.0,7.0,2.0,15.0,197.0,51.0,139.0,7.0,0.0
ILLINOIS,Bedford Park,2024,578.0,12.0,0.0,4.0,3.0,5.0,396.0,11.0,340.0,45.0,0.0
ILLINOIS,Beecher,2024,4681.0,2.0,0.0,2.0,0.0,0.0,18.0,3.0,12.0,3.0,0.0
ILLINOIS,Belleville,2024,40225.0,214.0,6.0,31.0,15.0,162.0,729.0,234.0,363.0,132.0,9.0
ILLINOIS,Bellwood,2024,17623.0,54.0,2.0,4.0,18.0,30.0,211.0,50.0,112.0,49.0,1.0
ILLINOIS,Belvidere,2024,25302.0,38.0,0.0,7.0,4.0,27.0,111.0,28.0,70.0,13.0,1.0
ILLINOIS,Bensenville,2024,18220.0,23.0,0.0,9.0,4.0,10.0,212.0,61.0,110.0,41.0,0.0
ILLINOIS,Berkeley,2024,5015.0,4.0,0.0,1.0,0.0,3.0,31.0,11.0,17.0,3.0,1.0
ILLINOIS,Berwyn,2024,53581.0,64.0,0.0,8.0,31.0,25.0,607.0,70.0,430.0,107.0,4.0
ILLINOIS,Bethalto,2024,9125.0,8.0,0.0,1.0,1.0,6.0,72.0,18.0,49.0,5.0,0.0
ILLINOIS,Bloomingdale,2024,22280.0,16.0,0.0,7.0,0.0,9.0,309.0,55.0,250.0,4.0,2.0
ILLINOIS,Blue Island,2024,21179.0,92.0,3.0,11.0,23.0,55.0,569.0,136.0,260.0,173.0,1.0
ILLINOIS,Blue Mound,2024,1076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Bluffs,2024,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Bolingbrook,2024,74177.0,135.0,1.0,33.0,13.0,88.0,578.0,179.0,324.0,75.0,6.0
ILLINOIS,Bourbonnais,2024,18021.0,23.0,0.0,4.0,2.0,17.0,125.0,46.0,79.0,0.0,0.0
ILLINOIS,Bradley,2024,15224.0,41.0,2.0,7.0,3.0,29.0,356.0,81.0,275.0,0.0,0.0
ILLINOIS,Braidwood,2024,6168.0,4.0,0.0,1.0,0.0,3.0,24.0,5.0,17.0,2.0,0.0
ILLINOIS,Breese,2024,4579.0,2.0,0.0,1.0,0.0,1.0,7.0,4.0,3.0,0.0,0.0
ILLINOIS,Bridgeport,2024,1673.0,3.0,0.0,1.0,0.0,2.0,13.0,3.0,8.0,2.0,0.0
ILLINOIS,Brookfield,2024,18330.0,17.0,0.0,4.0,5.0,8.0,118.0,37.0,62.0,19.0,0.0
ILLINOIS,Buffalo Grove,2024,42283.0,9.0,0.0,2.0,2.0,5.0,303.0,49.0,232.0,22.0,6.0
ILLINOIS,Bull Valley,2024,1111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILLINOIS,Burbank,2024,27784.0,55.0,0.0,15.0,17.0,23.0,546.0,106.0,359.0,81.0,1.0
ILLINOIS,Burr Ridge,2024,10971.0,3.0,0.0,1.0,0.0,2.0,95.0,25.0,67.0,3.0,1.0
ILLINOIS,Byron,2024,3768.0,4.0,0.0,1.0,0.0,3.0,10.0,0.0,9.0,1.0,0.0
ILLINOIS,Calumet Park,2024,6586.0,65.0,0.0,11.0,23.0,31.0,232.0,22.0,138.0,72.0,1.0
ILLINOIS,Cambridge,2024,2034.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0
ILLINOIS,Campton Hills,2024,10768.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0
ILLINOIS,Carbondale,2024,21494.0,216.0,2.0,51.0,24.0,139.0,792.0,235.0,482.0,75.0,12.0
ILLINOIS,Carlinville,2024,5480.0,24.0,0.0,3.0,1.0,20.0,157.0,24.0,117.0,16.0,2.0
ILLINOIS,Carlyle,2024,3180.0,4.0,0.0,1.0,0.0,3.0,31.0,12.0,18.0,1.0,0.0
ILLINOIS,Carmi,2024,4639.0,20.0,0.0,7.0,0.0,13.0,53.0,9.0,40.0,4.0,1.0
ILLINOIS,Carol Stream,2024,38703.0,27.0,1.0,12.0,3.0,11.0,275.0,38.0,207.0,30.0,1.0
ILLINOIS,Carpentersville,2024,36833.0,41.0,0.0,14.0,3.0,24.0,287.0,76.0,199.0,12.0,1.0
ILLINOIS,Carrier Mills,2024,1585.0,2.0,0.0,0.0,0.0,2.0,22.0,7.0,10.0,5.0,0.0
ILLINOIS,Cary,2024,18035.0,2.0,0.0,2.0,0.0,0.0,86.0,18.0,63.0,5.0,0.0
ILLINOIS,Casey,2024,2332.0,5.0,0.0,2.0,0.0,3.0,30.0,8.0,21.0,1.0,0.0
ILLINOIS,Caseyville,2024,4348.0,10.0,0.0,4.0,3.0,3.0,50.0,8.0,35.0,7.0,0.0
ILLINOIS,Catlin,2024,1905.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0
ILLINOIS,Centralia,2024,11748.0,78.0,0.0,7.0,5.0,66.0,303.0,97.0,173.0,33.0,3.0
ILLINOIS,Champaign,2024,89466.0,449.0,5.0,61.0,82.0,301.0,2039.0,514.0,1317.0,208.0,7.0
ILLINOIS,Channahon,2024,14366.0,11.0,0.0,2.0,0.0,9.0,71.0,18.0,43.0,10.0,1.0
ILLINOIS,Charleston,2024,16957.0,61.0,0.0,21.0,1.0,39.0,304.0,103.0,189.0,12.0,0.0
ILLINOIS,Chatham,2024,14562.0,15.0,0.0,3.0,0.0,12.0,72.0,13.0,57.0,2.0,0.0
ILLINOIS,Chenoa,2024,1683.0,1.0,0.0,0.0,0.0,1.0,9.0,3.0,5.0,1.0,0.0
ILLINOIS,Cherry,2024,426.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ILLINOIS,Cherry Valley,2024,2853.0,11.0,0.0,3.0,1.0,7.0,132.0,18.0,108.0,6.0,0.0
ILLINOIS,Chester,2024,6706.0,3.0,0.0,1.0,0.0,2.0,18.0,5.0,12.0,1.0,0.0
ILLINOIS,Chicago,2024,2638698.0,14245.0,461.0,1551.0,8847.0,3386.0,91626.0,7778.0,61185.0,22663.0,462.0
ILLINOIS,Chicago Heights,2024,25802.0,318.0,5.0,12.0,68.0,233.0,705.0,174.0,378.0,153.0,2.0
ILLINOIS,Chicago Ridge,2024,13658.0,39.0,0.0,11.0,6.0,22.0,245.0,27.0,183.0,35.0,3.0
ILLINOIS,Chillicothe,2024,5934.0,9.0,0.0,3.0,0.0,6.0,56.0,9.0,44.0,3.0,1.0
ILLINOIS,Christopher,2024,2622.0,3.0,0.0,0.0,0.0,3.0,86.0,29.0,50.0,7.0,0.0
ILLINOIS,Cicero,2024,79748.0,277.0,4.0,12.0,97.0,164.0,984.0,335.0,344.0,305.0,9.0
